Date,Open,High,Low,Close,Adj Close,Volume
2024-02-02,82.927597,83.033096,82.815002,82.927597,82.927597,0
2024-02-05,82.999298,83.091003,82.954697,82.999298,82.999298,0
2024-02-06,83.103699,83.070000,82.982300,83.103699,83.103699,0
2024-02-07,83.070602,83.077698,82.935997,83.070602,83.070602,0
2024-02-08,83.012604,83.010399,82.898003,83.012604,83.012604,0
2024-02-09,82.985298,83.047600,82.920998,82.985298,82.985298,0
2024-02-12,83.014503,83.123901,82.880997,83.014503,83.014503,0
2024-02-13,82.990196,83.111397,82.961700,82.990196,82.990196,0
2024-02-14,83.074600,83.115997,83.013000,83.074600,83.074600,0
2024-02-15,83.043098,83.050697,82.962799,83.043098,83.043098,0
2024-02-16,83.009598,83.052299,82.972801,83.009598,83.009598,0
2024-02-19,83.015999,83.051598,82.912102,83.015999,83.015999,0
2024-02-20,83.021004,83.034103,82.891701,83.021004,83.021004,0
2024-02-21,82.829102,82.964600,82.813004,82.829102,82.829102,0
2024-02-22,82.938400,82.986801,82.817001,82.938400,82.938400,0
2024-02-23,82.872299,82.945702,82.834999,82.872299,82.872299,0
2024-02-26,82.881798,82.949203,82.844597,82.881798,82.881798,0
2024-02-27,82.851997,82.916901,82.825996,82.851997,82.851997,0
2024-02-28,82.948196,83.004097,82.869904,82.948196,82.948196,0
2024-02-29,82.911903,83.022003,82.839996,82.911903,82.911903,0
2024-03-01,82.910400,82.928596,82.846001,82.910400,82.910400,0
2024-03-04,82.846100,82.997902,82.816200,82.846100,82.846100,0
2024-03-05,82.910500,82.992699,82.698097,82.910500,82.910500,0
2024-03-06,82.884804,82.910698,82.799004,82.884804,82.884804,0
2024-03-07,82.819099,82.858101,82.658997,82.819099,82.819099,0
2024-03-08,82.752296,82.791603,82.666000,82.752296,82.752296,0
2024-03-11,82.752098,82.771004,82.660004,82.752098,82.752098,0
2024-03-12,82.778297,82.848297,82.730103,82.778297,82.778297,0
2024-03-13,82.835098,82.913101,82.758400,82.835098,82.835098,0
2024-03-14,82.831100,82.950302,82.806999,82.831100,82.831100,0
2024-03-15,82.965599,82.975403,82.834000,82.965599,82.965599,0
2024-03-18,82.888901,82.928101,82.833000,82.888901,82.888901,0
2024-03-19,82.863602,83.045700,82.863998,82.863602,82.863602,0
2024-03-20,83.042397,83.220703,82.960999,83.042397,83.042397,0
2024-03-21,83.054604,83.221603,82.893700,83.054604,83.054604,0
2024-03-22,83.226601,83.715698,83.181900,83.226601,83.226601,0
2024-03-25,83.593597,83.600700,83.352303,83.593597,83.593597,0
2024-03-26,83.417397,83.496300,83.267502,83.417397,83.417397,0
2024-03-27,83.345497,83.435898,83.289703,83.345497,83.345497,0
2024-03-28,83.364998,83.415298,83.309799,83.364998,83.364998,0
2024-03-29,83.392998,83.399597,83.232597,83.392998,83.392998,0
2024-04-01,83.364799,83.416801,83.238998,83.364799,83.364799,0
2024-04-02,83.409698,83.474403,83.334000,83.409698,83.409698,0
2024-04-03,83.350304,83.580299,83.332001,83.350304,83.350304,0
2024-04-04,83.373299,83.513496,83.360001,83.373299,83.373299,0
2024-04-05,83.477798,83.481300,83.249001,83.477798,83.477798,0
2024-04-08,83.296799,83.336098,83.232697,83.296799,83.296799,0
2024-04-09,83.269600,83.337402,83.173302,83.269600,83.269600,0
2024-04-10,83.224297,83.401398,83.154999,83.224297,83.224297,0
2024-04-11,83.412697,83.473099,83.302399,83.412697,83.412697,0
2024-04-12,83.349297,83.615898,83.254204,83.349297,83.349297,0
2024-04-15,83.611099,83.611504,83.417397,83.611099,83.611099,0
2024-04-16,83.505997,83.696800,83.211899,83.505997,83.505997,0
2024-04-17,83.667503,83.735001,83.577400,83.667503,83.667503,0
2024-04-18,83.595802,83.614197,83.484802,83.595802,83.595802,0
2024-04-19,83.544998,83.739601,83.364998,83.544998,83.544998,0
2024-04-22,83.385300,83.446297,83.321602,83.385300,83.385300,0
2024-04-23,83.386200,83.389999,83.228104,83.386200,83.386200,0
2024-04-24,83.283302,83.349602,83.259102,83.283302,83.283302,0
2024-04-25,83.340599,83.396004,83.268799,83.340599,83.340599,0
2024-04-26,83.301804,83.415298,83.264999,83.301804,83.301804,0
2024-04-29,83.402298,83.573502,83.298302,83.402298,83.402298,0
2024-04-30,83.451103,83.519699,83.398003,83.451103,83.451103,0
2024-05-01,83.498398,83.571404,83.260101,83.498398,83.498398,0
2024-05-02,83.406403,83.488503,83.406403,83.406403,83.406403,0
2024-05-03,83.406303,83.469398,83.303596,83.406303,83.406303,0
2024-05-06,83.379997,83.599403,83.299103,83.379997,83.379997,0
2024-05-07,83.472801,83.514999,83.429001,83.472801,83.472801,0
2024-05-08,83.469902,83.535896,83.455002,83.469902,83.469902,0
2024-05-09,83.464302,83.511101,83.438004,83.464302,83.464302,0
2024-05-10,83.459396,83.573898,83.448997,83.459396,83.459396,0
2024-05-13,83.524803,83.608803,83.482002,83.524803,83.524803,0
2024-05-14,83.505501,83.531502,83.481003,83.505501,83.505501,0
2024-05-15,83.524200,83.592903,83.425003,83.524200,83.524200,0
2024-05-16,83.405098,83.505898,83.364998,83.405098,83.405098,0
2024-05-17,83.470100,83.506500,83.284103,83.470100,83.470100,0
2024-05-20,83.300400,83.316597,83.230499,83.300400,83.300400,0
2024-05-21,83.315002,83.358902,83.235901,83.315002,83.315002,0
2024-05-22,83.316803,83.379501,83.213997,83.316803,83.316803,0
2024-05-23,83.267097,83.309402,83.192001,83.267097,83.267097,0
2024-05-24,83.286400,83.373802,83.031403,83.286400,83.286400,0
2024-05-27,83.052200,83.193398,83.037201,83.052200,83.052200,0
2024-05-28,83.145699,83.227303,83.087997,83.145699,83.145699,0
2024-05-29,83.206497,83.405899,83.146301,83.206497,83.206497,0
2024-05-30,83.365601,83.434998,83.216301,83.365601,83.365601,0
2024-05-31,83.320900,83.494003,83.210999,83.320900,83.320900,0
2024-06-03,83.450798,83.451103,82.980103,83.450798,83.450798,0
2024-06-04,83.093399,83.670303,83.080498,83.093399,83.093399,0
2024-06-05,83.629402,85.185997,83.221199,83.629402,83.629402,0
2024-06-06,83.380798,83.521599,83.340500,83.380798,83.380798,0
2024-06-07,83.473099,83.511398,83.286003,83.473099,83.473099,0
2024-06-10,83.527603,83.588402,83.474998,83.527603,83.527603,0
2024-06-11,83.529800,83.685402,83.473000,83.529800,83.529800,0
2024-06-12,83.596802,83.604301,83.433502,83.596802,83.596802,0
2024-06-13,83.534302,83.561600,83.477997,83.534302,83.534302,0
2024-06-14,83.522102,83.571098,83.518997,83.522102,83.522102,0
2024-06-17,83.551804,83.629700,83.431396,83.551804,83.551804,0
2024-06-18,83.510101,83.542603,83.300003,83.510101,83.510101,0
2024-06-19,83.374100,83.473701,83.337997,83.374100,83.374100,0
2024-06-20,83.419502,83.671600,83.407700,83.419502,83.419502,0
2024-06-21,83.601601,83.627098,83.490997,83.601601,83.601601,0
2024-06-24,83.562500,83.573700,83.421799,83.562500,83.562500,0
2024-06-25,83.460403,83.499298,83.397903,83.460403,83.460403,0
2024-06-26,83.414597,83.613602,83.402000,83.414597,83.414597,0
2024-06-27,83.580399,83.588600,83.417999,83.580399,83.580399,0
2024-06-28,83.450897,83.508400,83.324699,83.450897,83.450897,0
2024-07-01,83.367500,83.466202,83.356796,83.367500,83.367500,0
2024-07-02,83.441299,83.558502,83.424599,83.441299,83.441299,0
2024-07-03,83.479103,83.553001,83.444099,83.479103,83.479103,0
2024-07-04,83.491203,83.552498,83.465202,83.491203,83.491203,0
2024-07-05,null,null,null,null,null,null
2024-07-08,83.472099,83.506897,83.439301,83.472099,83.472099,0
2024-07-09,83.457603,83.509804,83.450996,83.457603,83.457603,0
2024-07-10,83.467003,83.500000,83.459999,83.466003,83.466003,0
